type,id,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,email,name,opening_hours,operator,phone,service:bicycle:ebike,service:bicycle:parts,service:bicycle:repair,shop,website,id_prop,created_by,service:bicycle:retail,service:bicycle:second_hand,addr:country,service:bicycle:bike,service:bicycle:cleaning,service:bicycle:clothing,service:bicycle:dealer,service:bicycle:mtb,service:bicycle:service,service:bicycle:tools,image,payment:credit_cards,payment:debit_cards,service:bicycle:pump,wheelchair,amenity,check_date:opening_hours,contact:email,fax,level,service:bicycle:rental,addr:housename,addr:housenumber:old,addr:street:old,designation,source,addr:place,service:bicycle:diy,contact:fax,contact:phone,addr:floor,payment:cash,check_date:currency:XBT,currency:XBT,description,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:Bicycle_Sales_and_Service,service:bicycle:bicycle,service:bicycle:chain_tool,service:bicycle:sales,contact:website,check_date:service:bicycle:retail,addr:suburb,commons,repair,atm,vending,vending_machine,payment:mastercard,alt_name,brand,brand:wikidata,brand:wikipedia,note,payment:american_express,payment:diners_club,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:unionpay,payment:visa,bicycle,information,map_size,map_type,mtb,tourism,entrance,ele,at_bev:addr_date,mobile,start_date,compressed_air,contact:facebook,contact:instagram,contact:mobile,contact:name,payment:contactless,phone:mobile,check_date:service:bicycle:pump,service,payment:cards,payment:coins,payment:notes,identity,provides,source:date,toilets:wheelchair,fixme,service:bicycle:sportswear,advertising,cafe,old_name,poster,barrier,nobrand,payment:app,payment:apple_pay,addr:unit,payment:account_cards,opening_hours:signed,step_count,addr:door,payment:v_pay,service:bicycle:bicycle_sales_and_service,UID,opening_hours:url,service:bicycle:cargobike,not:brand:wikidata,ref:vatin,internet_access,second_hand,parts,official_name,service:bicycle:rental:electric_mtb,service:bicycle:rental:mtb,service:bicycle:rims,service:bicycle:wheels,service:bicycle:emtb,service:bicycle:screwdriver,currency:EUR,payment:girocard,payment:visa_debit,service:bicycle:chaintool,service:bicycle:service_case,service:bicycle:stand,service:bicycle:suspension,service:bicycle:suspension_service,service:bicycle:wash,stroller,operator:wikidata,service:bicycle:charging,bicycle:rental,alt_name:de,payment:credit_card,trade,bicycle:type,addr:hamlet,url,building:levels,addr:flats,air_conditioning,service:bicycle:spare_parts,toilets,rental,internet_access:fee,fee,contact:whatsapp,internet,payment:paypal,service:bicycle:tuning,sport,branch,check_date:service:bicycle:repair,toilets:access,toilets:fee,toilets:gender_segregated,access,opening_date,service:bicycle:accessories,instagram,capacity,operator:type,bicycle_rental,payment:qr_code,changing_table,dog,handwashing:soap,toilets:handwashing,toilets:paper_supplied,toilets:position,geometry
Feature,node/1870114147,,,,,,,Wollinger Sports,,,,,,,bicycle,,node/1870114147,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fahrrad- und Segwayvermietung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.1689504,46.989042]}"
Feature,node/1871815124,Graz,390,8054,Kärntner Straße,,,Geero E-Bike Store,,,,,,,bicycle,https://www.geero.at/,node/1871815124,,,,AT,,,,,,,,,,,,,,,,,,,,,,,"„Woche, 8.4.15“",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.3999058,47.0252247]}"
Feature,node/1884382002,,24,8082,,,,Peter Grasmugg,,,,,,,bicycle,https://www.grasmugg.at/,node/1884382002,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,Kirchbach in Steiermark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6616217,46.932312]}"
Feature,node/1891142956,Kindberg,18,8650,Hauptstraße,,,Zweirad Windbacher,"Mo-Fr 08:30-12:00, 14:30-18:00; Sa 08:30-12:00",Trippl GmbH,,,,,bicycle,https://www.zweirad-windbacher.bike/,node/1891142956,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 3865 2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4490076,47.5067239]}"
Feature,node/1896970765,,,,,,,Radsport Eckschlager,,,,,,,bicycle,https://www.bike-gastein.at/,node/1896970765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.1042796,47.1766601]}"
Feature,node/1912688494,Wien,6,1160,Yppenplatz,2025-07-03,thomas@fahrradwerk.at,Die kleine Fahrradwerkstatt,"Tu 07:30-10:00,17:00-19:30; We 14:00-18:00; Th 07:30-10:00,14:00-18:00; Fr 15:00-19:00; Mo,Sa,Su,PH off || ""nach Vereinbarung""",,+43 664 5426065,,,yes,bicycle,http://www.fahrradwerk.at,node/1912688494,,,,AT,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Verleih u Verkauf Elektroräder, Fachreparatur alle Fahrräder, Diebstahlschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.33588,48.2130541]}"
Feature,node/1912698016,Wien,6,1160,Hasnerstraße,,,Radwerkstatt,"We, Fr 09:00-14:00; Mo, Tu,Th 14:00-18:30; Sa, Su, PH off",,+43 1 236 34 88,,,yes,bicycle,https://www.radwerkstatt.at/,node/1912698016,,,,AT,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Öffnungszeiten können saisonal unterschiedlich sein.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3364959,48.2076477]}"
Feature,node/1936479866,Wien,12,1090,Severingasse,,fahrrad@wuk.at,fahrrad.selbsthilfe.werkstatt im WUK,Mo-We 15:00-19:00,,,,,no,bicycle,https://fahrrad.wuk.at/,node/1936479866,,no,,AT,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,Fahrrad-Selbsthilfewerkstatt,,,,,,,,,,,,assisted_self_service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3507275,48.2227763]}"
Feature,node/1944144346,Bichlbach,61,6621,Kirchhof,,sportnagele@info.at,NAGELE bike.snow.mountain sports,"2025 Mar 30-2025 Dec 14 Mo-Fr 09:00-12:00,14:00-18:00; 2025 Mar 30-2025 Dec 14 Sa 09:00-12:00; PH closed",,,yes,,yes,bicycle,,node/1944144346,,yes,,AT,,,yes,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[10.7897148,47.4205721]}"
Feature,node/1950773040,,,,,2024-01-06,,Rad Fuchs,,,,,,,bicycle,,node/1950773040,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.985382,48.7684873]}"
Feature,node/1955749984,,,,,,,,,,,,,,bicycle,,node/1955749984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.6967891,48.2287989]}"
Feature,node/1970223102,,,,,,,Sport Resch,,,,,,,bicycle,http://www.sport-resch.com/,node/1970223102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.4660667,47.0909764]}"
Feature,node/1977153743,,,,,,,I-Bike Rental,,,,,,,bicycle,http://www.i-bike.at/,node/1977153743,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.3942512,47.2620688]}"
Feature,node/1978233037,Graz,15,8020,Annenstraße,2025-09-03,,Fahrrad-Geschäft,,,,,,yes,bicycle,,node/1978233037,,yes,yes,AT,,,,,,,,,,,no,no,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 676 9031816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4296495,47.0709209]}"
Feature,node/1982602550,,,,,,,Rad Service Station (bike2train),"Mo 15:00-18:00; Tu-Fr 09:30-12:00, 15:00-18:00",,,,,yes,bicycle,http://www.bike2train.at,node/1982602550,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.2429852,48.0044006]}"
Feature,node/1989744739,,,,,,,Zweirad Rainer,"Mo-Sa 09:00-12:00, Mo-Fr 13:00-17:00",,,,,yes,bicycle,,node/1989744739,,yes,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.5105867,47.4948421]}"
Feature,node/1991271922,Wien,104,1020,Böcklinstraße,,office@sator-bike.at,Sator Bike Shop,"Mo-Fr 09:00-13:00,14:00-18:00; Sa 09:00-12:00",,,,,yes,bicycle,http://www.sator-bike.at/,node/1991271922,,yes,,AT,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4038935,48.2031922]}"
Feature,node/1995362264,Wien,28,1070,Westbahnstraße,,shop@ig-fahrrad.at,ig-fahrrad,Tu-Fr 11:00-18:00; PH off,,,,,yes,bicycle,https://www.ig-fahrrad.at/,node/1995362264,,,,AT,,,,,,,,,,,,yes,,2025-06-26,,,,,,,,,,,,,,,,,,"Rennräder, Klappräder, Accessoirs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3443173,48.2019391]}"
Feature,node/1997948798,Innsbruck,131,6020,,,,VELOFLOTT Kids & Cargo,"Tu-Fr 09:30-12:30,14:00-18:00; Sa 10:00-13:00",Veloflott GmbH,+43 512 585 111,,,,bicycle,,node/1997948798,,,,AT,,,,,,,,,yes,,,,,,,,,,,,,,,Viaduktbogen,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,Woom;brompton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.4113279,47.2757752]}"
Feature,node/2008401610,Weiz,2,8160,Klammstraße,,,Fahrradwerkstatt re.use bike,,Pro Mente,,,,,bicycle,,node/2008401610,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6227661,47.2177314]}"
Feature,node/2024502741,,44,9813,Hauptstraße,,,Amenitsch Gerd,,,,,,,bicycle,,node/2024502741,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.3691113,46.8323701]}"
Feature,node/2027150625,,,,,,,Bike Sport Pichler,"Mo-Fr 09:00-12:00,15:00-18:00; Sa 09:00-12:00",,,,,,bicycle,,node/2027150625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.0721316,47.305034]}"
Feature,node/2027162257,Rietz,4,6421,Bundesstraße,,,bergwärts,"Mo off; Tu-Fr 09:00-12:00,14:00-18:00; Sa 09:00-12:00; Su off",,+43 5262 68676,,,,bicycle,https://www.bergwaerts.at,node/2027162257,,,,,,,,,,,,,,,,,,2023-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[11.0225671,47.2912724]}"
Feature,node/2036227704,Klosterneuburg,5,3400,Martinstraße,,,Radsport Swoboda,"Tu-Sa 09:00-12:00, Tu,We,Fr 15:00-18:00; Su,Mo,PH off",Franz Swoboda,,,,,bicycle,,node/2036227704,,,,AT,,,,,,,,,,,no,no,,,,,,,,,,,http://www.radsport-swoboda.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3239023,48.3104421]}"
Feature,node/2096596151,Schwarzach im Pongau,43,5620,Salzburgerstraße,,,Cube Store Pointner KG,"Mo-Fr 08:30-12:00,13:00-17:00",,,,,,bicycle,,node/2096596151,,,,AT,,,,,,,,,,,,,,2025-04-06,info@pointner.bike,,,,,,,,geoimage.at;Schwarzach--St. Veit-Goldegg Wirtschaftsführer,,,,+43 6415 20010 13,,,,,,,,,,,,,https://www.pointner.bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.1496842,47.3202012]}"
Feature,node/2109440387,Horn,13,3580,Florianigasse,,,Mandys Fahrradwerkstatt,"Mo,Tu,Th,Fr 09:00-11:45,14:00-17:00; Sa 09:00-12:00",,,,,,bicycle,,node/2109440387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6559982,48.6650365]}"
Feature,node/2136945221,Wien,35,1180,Semperstraße,,,Thomas De Meza Fahrradmechaniker,Mo-Th 10:00-18:00; Fr 13:00-18:00; PH off,,+43 680 2321298,,,yes,bicycle,https://demeza.bike,node/2136945221,,,,,,,,,,,,,,,,,,2020-11-24,demeza-bikes@gmx.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3484718,48.2273613]}"
Feature,node/2139391714,,,,,,,,,,,,,,bicycle,,node/2139391714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.3099289,48.0451054]}"
Feature,node/2139391715,,,,,,,,,,,,,,bicycle,,node/2139391715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.3105196,48.0436128]}"
Feature,node/2143733882,Graz,29,8054,Weblinger Gürtel,,,fahrradfinden.at outlet,,,,,,,bicycle,http://www.fahrradfinden.at,node/2143733882,,,,AT,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,Puch,,,,,,,,,,,,,,,,,,,,,Q2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.4194857,47.0332771]}"
Feature,node/2150891027,Salzburg,14,5020,Zillnerstraße,,,Radsport Wagner - Specialized,"Mo,Tu,Th,Fr 09:00-12:00,14:00-18:00; We,Sa 09:00-12:00",,+43 662 42009810,,,,bicycle,https://www.radsport-wagner.at,node/2150891027,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialized;BMC;Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.0309937,47.8034571]}"
Feature,node/2155679376,Wien,2-4,1040,Frankenberggasse,2025-07-13,,Stadtradler,Tu-Fr 11:00-19:00; Sa 09:00-17:00,,,,,yes,bicycle,https://www.stadtradler.at/,node/2155679376,,yes,,AT,,,,,,,,,,,yes,limited,,2025-07-13,mikko.stout@stadtradler.at,,,,,,,,,,,,+43 664 3401568,,,,,,,,,,,,,https://www.stadtradler.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3698333,48.1973044]}"
Feature,node/2158186811,Wien,37,1160,Degengasse,,,Klemens Schachinger (Wolfgang Brunner),"Di-Fr 09:00-13:00, 15:00-18:00; Sa 10:00-13:00; PH off",,+43 1 4855732,,,,bicycle,https://www.reparaturnetzwerk.at/start.asp?ID=2780,node/2158186811,,,,AT,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rad Vollsortiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3153783,48.2151919]}"
Feature,node/2158237691,Wien,54,1080,Florianigasse,,office@mistelbiker.at,Mistelbiker,Mo-Fr 09:00-18:00; Nov-Feb Mo-Fr 09:00-17:00,,+43 680 1276183,,,yes,bicycle,https://www.mistelbiker.at/,node/2158237691,,yes,yes,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KTM, Simplon, Staiger, Hai, Zubehör, Reperatur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3443353,48.2121553]}"
Feature,node/2158257896,Wien,19,1220,Langobardenstraße,,office@2rad-shop.at,2rad-shop Gerhardt,"Mo-Fr 08:30-12:00, 13:00-18:00; Sa 08:30-12:30; PH off",,,,,,bicycle,https://2rad-shop.at/,node/2158257896,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4542392,48.2249613]}"
Feature,node/2170800354,Wien,34,1030,Neulinggasse,,123@raederei.at,Räderei,"Tu-Fr 11:00-14:00,15:00-18:00",,+43 680 5052297,,,,bicycle,http://www.raederei.at,node/2170800354,,,,AT,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.raederei.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3865065,48.1991626]}"
Feature,node/2184078838,Wien,5,1090,Widerhofergasse,,,Re.bicycle,Tu-Th 14:00-19:00,,,,,,bicycle,,node/2184078838,,,,AT,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/rebicyclewien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3548123,48.2232378]}"
Feature,node/2192772920,Wien,32,1040,Margaretenstraße,,info@fahrradmeister.at,Fahrradmeister,Mo-Fr 10:00-19:00; PH off,Fahrrad Marek OG - Fahrradmeister marek & Sohn,+43 1 5870482,,,yes,bicycle,https://www.fahrradmeister.at/,node/2192772920,,yes,,AT,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3643482,48.1960481]}"
Feature,node/2270794093,,,,,,,Sports and More,"Mo-Fr 09:00-12:00,14:00-18:00; Th,Sa 09:00-12:00",,+43 676 6205735,,,yes,bicycle,https://www.sportsandmore.at/,node/2270794093,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.3215784,48.0608875]}"
